@relation Crop_recommendation-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute n numeric
@attribute p numeric
@attribute k numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute ph numeric
@attribute rainfall numeric
@attribute label {apple,banana,blackgram,chickpea,coconut,coffee,cotton,grapes,jute,kidneybeans,lentil,maize,mango,mothbeans,mungbean,muskmelon,orange,papaya,pigeonpeas,pomegranate,rice,watermelon}

@data
0.835714,0.578571,0.24,0.469751,0.808413,0.341915,0.343624,banana
0.792857,0.528571,0.24,0.55915,0.717602,0.413703,0.357409,banana
0.678571,0.492857,0.225,0.489973,0.772405,0.388429,0.322947,banana
0.65,0.5,0.25,0.535453,0.721554,0.421069,0.319978,banana
0.664286,0.557143,0.205,0.58987,0.807782,0.351546,0.319877,banana
0.657143,0.571429,0.23,0.58524,0.779524,0.347729,0.318487,banana
0.742857,0.535714,0.245,0.524105,0.782478,0.369245,0.323055,banana
0.735714,0.478571,0.23,0.496438,0.788061,0.403513,0.30275,banana
0.657143,0.5,0.2,0.57924,0.743013,0.337409,0.252287,banana
0.664286,0.571429,0.22,0.54928,0.758578,0.340494,0.356622,banana
0.857143,0.585714,0.235,0.552392,0.720887,0.373346,0.354882,banana
0.771429,0.478571,0.205,0.468786,0.82498,0.405281,0.254121,banana
0.75,0.592857,0.245,0.486712,0.819538,0.391222,0.337667,banana
0.7,0.528571,0.225,0.473906,0.819086,0.455834,0.25455,banana
0.792857,0.592857,0.25,0.591747,0.747653,0.311125,0.273898,banana
0.692857,0.492857,0.2,0.506446,0.74962,0.337924,0.333771,banana
0.678571,0.55,0.215,0.532836,0.805537,0.344346,0.260716,banana
0.635714,0.614286,0.25,0.46651,0.769957,0.430898,0.266279,banana
0.635714,0.571429,0.25,0.512092,0.725905,0.430869,0.256952,banana
0.842857,0.592857,0.23,0.477006,0.760981,0.419443,0.289028,banana
0.721429,0.621429,0.2,0.556734,0.774405,0.350417,0.279479,banana
0.707143,0.621429,0.21,0.55387,0.737536,0.438419,0.299241,banana
0.585714,0.514286,0.205,0.577374,0.792438,0.372663,0.27167,banana
0.642857,0.578571,0.25,0.549119,0.815362,0.332756,0.277884,banana
0.678571,0.592857,0.235,0.550289,0.754082,0.42466,0.267544,banana
0.742857,0.485714,0.205,0.582913,0.768293,0.431954,0.252346,banana
0.728571,0.485714,0.235,0.54768,0.806136,0.44342,0.251594,banana
0.714286,0.492857,0.235,0.476592,0.784866,0.362735,0.273997,banana
0.671429,0.6,0.215,0.566262,0.819585,0.334148,0.326472,banana
0.707143,0.464286,0.205,0.509906,0.801848,0.345661,0.288491,banana
0.8,0.585714,0.215,0.52716,0.73654,0.419163,0.284744,banana
0.835714,0.55,0.2,0.472549,0.758636,0.328088,0.306129,banana
0.685714,0.578571,0.23,0.604973,0.731761,0.428067,0.257908,banana
0.807143,0.571429,0.2,0.548756,0.727675,0.393864,0.319315,banana
0.75,0.628571,0.205,0.464407,0.752469,0.350791,0.316717,banana
0.607143,0.6,0.23,0.584961,0.821753,0.41264,0.317367,banana
0.771429,0.635714,0.21,0.531809,0.819938,0.448294,0.253643,banana
0.657143,0.542857,0.235,0.550505,0.726403,0.371156,0.299957,banana
0.785714,0.471429,0.245,0.569484,0.79266,0.345342,0.266459,banana
0.585714,0.5,0.25,0.531428,0.749259,0.431753,0.258467,banana
0.835714,0.542857,0.24,0.593443,0.745975,0.311475,0.279916,banana
0.014286,0.25,0.11,0.600061,0.38835,0.380987,0.251068,mango
0.278571,0.135714,0.13,0.709653,0.460453,0.194758,0.281891,mango
0.15,0.15,0.11,0.521595,0.389824,0.341325,0.271745,mango
0.178571,0.121429,0.1,0.709784,0.364864,0.384531,0.271221,mango
0,0.114286,0.135,0.776844,0.466633,0.454935,0.258618,mango
0.142857,0.1,0.15,0.727451,0.424194,0.405761,0.27949,mango
0.135714,0.114286,0.145,0.608045,0.45418,0.244081,0.278489,mango
0.128571,0.085714,0.13,0.657686,0.360498,0.336336,0.264212,mango
0.078571,0.221429,0.14,0.779471,0.442931,0.38472,0.270021,mango
0.214286,0.164286,0.125,0.661144,0.442529,0.242578,0.281145,mango
0.128571,0.1,0.11,0.543174,0.444311,0.197133,0.265497,mango
0.164286,0.128571,0.11,0.743145,0.433592,0.257591,0.276995,mango
0.264286,0.178571,0.145,0.536973,0.459352,0.512108,0.28433,mango
0.078571,0.157143,0.125,0.541486,0.400171,0.449431,0.250208,mango
0.085714,0.1,0.13,0.528785,0.44801,0.32066,0.257453,mango
0.021429,0.164286,0.14,0.617265,0.40396,0.34995,0.266634,mango
0.264286,0.235714,0.135,0.660887,0.364811,0.297432,0.256323,mango
0.185714,0.228571,0.125,0.762534,0.410639,0.413885,0.277347,mango
0.1,0.092857,0.125,0.602063,0.441883,0.262274,0.271367,mango
0.285714,0.078571,0.15,0.727083,0.465527,0.225492,0.280663,mango
0.028571,0.107143,0.1,0.576962,0.392919,0.335882,0.286591,mango
0.257143,0.142857,0.14,0.549738,0.455791,0.317842,0.285266,mango
0.214286,0.085714,0.13,0.642158,0.469433,0.513143,0.267356,mango
0.2,0.228571,0.115,0.668825,0.423074,0.403263,0.28174,mango
0.271429,0.071429,0.125,0.576558,0.395243,0.244272,0.27592,mango
0.085714,0.228571,0.125,0.639088,0.386753,0.162,0.251752,mango
0.271429,0.1,0.13,0.743549,0.406312,0.365512,0.25306,mango
0.057143,0.2,0.12,0.607037,0.410949,0.456841,0.257272,mango
0.107143,0.157143,0.115,0.716742,0.371782,0.155944,0.25369,mango
0.242857,0.078571,0.1,0.609655,0.428147,0.404729,0.258254,mango
0.078571,0.221429,0.13,0.547921,0.437703,0.461981,0.287579,mango
0.235714,0.171429,0.145,0.648032,0.407812,0.517582,0.261492,mango
0.085714,0.185714,0.105,0.773665,0.439596,0.294001,0.287426,mango
0.085714,0.207143,0.115,0.704042,0.358877,0.409079,0.282396,mango
0.035714,0.078571,0.13,0.778623,0.401741,0.163434,0.279488,mango
0.007143,0.178571,0.12,0.559764,0.433226,0.455566,0.256732,mango
0.114286,0.214286,0.13,0.672912,0.419203,0.281808,0.272261,mango
0.25,0.092857,0.105,0.664831,0.426845,0.275979,0.277264,mango
0.028571,0.25,0.105,0.538221,0.400252,0.500019,0.271721,mango
0.064286,0.171429,0.145,0.589933,0.368969,0.345654,0.289569,mango
0.014286,0.235714,0.14,0.676081,0.454655,0.184538,0.251501,mango
0.185714,0.192857,0.135,0.633835,0.416122,0.514037,0.251229,mango
0.242857,0.235714,0.13,0.7619,0.365395,0.458653,0.277366,mango
0.035714,0.192857,0.14,0.674263,0.447153,0.363591,0.262821,mango
0.221429,0.171429,0.105,0.556619,0.386674,0.236282,0.278633,mango
0.242857,0.207143,0.15,0.529376,0.383908,0.45378,0.269614,mango
0.257143,0.1,0.135,0.524578,0.425212,0.223658,0.259247,mango
0.05,0.085714,0.105,0.747969,0.402433,0.452507,0.256583,mango
0.271429,0.071429,0.11,0.715085,0.39949,0.508999,0.258859,mango
0.035714,0.1,0.1,0.531579,0.468731,0.456675,0.273278,mango
0.264286,0.221429,0.105,0.690601,0.447427,0.178184,0.266861,mango
0.15,0.185714,0.135,0.762136,0.433585,0.272113,0.251789,mango
0.264286,0.221429,0.11,0.537371,0.392546,0.374146,0.252173,mango
0.164286,0.128571,0.125,0.688547,0.387261,0.194472,0.253928,mango
0.257143,0.15,0.105,0.61255,0.429595,0.514728,0.269529,mango
0.171429,0.2,0.15,0.586464,0.4732,0.28585,0.289376,mango
0.185714,0.092857,0.125,0.666726,0.429599,0.440332,0.274429,mango
0.157143,0.085714,0.105,0.570233,0.390332,0.194342,0.285366,mango
0.078571,0.207143,0.135,0.582998,0.410059,0.517384,0.277854,mango
0.207143,0.214286,0.115,0.56016,0.458227,0.538489,0.25217,mango
0.157143,0.164286,0.105,0.540803,0.36348,0.224394,0.260963,mango
0.164286,0.135714,0.135,0.553694,0.372252,0.3306,0.262589,mango
0.007143,0.214286,0.145,0.630364,0.378393,0.43056,0.258675,mango
0.014286,0.135714,0.145,0.575854,0.473024,0.461565,0.267836,mango
0.278571,0.228571,0.1,0.703148,0.365749,0.536285,0.280492,mango
0.107143,0.221429,0.11,0.544148,0.463241,0.332635,0.254358,mango
0.021429,0.092857,0.13,0.65503,0.396023,0.449053,0.254667,mango
0.057143,0.235714,0.135,0.600457,0.378882,0.229702,0.255775,mango
0.235714,0.185714,0.145,0.64575,0.419543,0.298042,0.249941,mango
0.1,0.171429,0.135,0.769318,0.404933,0.534617,0.277739,mango
0.128571,0.107143,0.105,0.655371,0.44011,0.300309,0.250653,mango
0.064286,0.114286,0.135,0.672706,0.458483,0.367844,0.272065,mango
0.142857,0.178571,0.11,0.544748,0.435543,0.193513,0.271917,mango
0.064286,0.235714,0.1,0.73917,0.420913,0.309967,0.28775,mango
0.185714,0.135714,0.145,0.644082,0.443051,0.514209,0.249805,mango
0.221429,0.221429,0.12,0.720553,0.448693,0.459663,0.277529,mango
0.1,0.092857,0.15,0.638909,0.382187,0.200051,0.255993,mango
0.285714,0.078571,0.15,0.661923,0.405564,0.463335,0.249264,mango
0.2,0.157143,0.145,0.678023,0.425073,0.469944,0.268862,mango
0,0.085714,0.125,0.764684,0.393289,0.431452,0.278713,mango
0.007143,0.171429,0.12,0.530962,0.408818,0.396134,0.263413,mango
0.014286,0.221429,0.13,0.633478,0.416471,0.346322,0.257102,mango
0.085714,0.157143,0.105,0.581585,0.36522,0.282772,0.273125,mango
0.05,0.164286,0.15,0.608186,0.379427,0.181072,0.274569,mango
0,0.221429,0.105,0.726117,0.431616,0.248269,0.273674,mango
0.185714,0.214286,0.13,0.706475,0.452637,0.285336,0.279648,mango
0.192857,0.114286,0.125,0.762296,0.445969,0.242029,0.255139,mango
0.157143,0.235714,0.13,0.651593,0.45264,0.360223,0.281514,mango
0.157143,0.092857,0.13,0.629526,0.392888,0.381205,0.252107,mango
0.2,0.128571,0.115,0.60811,0.41809,0.337662,0.272594,mango
0.05,0.185714,0.11,0.645712,0.388867,0.469549,0.267514,mango
0.207143,0.207143,0.105,0.718924,0.468203,0.430646,0.248179,mango
0.057143,0.228571,0.14,0.552438,0.474851,0.407975,0.277502,mango
0.278571,0.078571,0.11,0.766511,0.451314,0.222416,0.256277,mango
0.285714,0.135714,0.1,0.570456,0.422079,0.301735,0.271901,mango
0.135714,0.235714,0.105,0.650185,0.402703,0.158774,0.262121,mango
0.15,0.114286,0.125,0.541538,0.43346,0.295343,0.289424,mango
0.157143,0.092857,0.14,0.61942,0.445885,0.484713,0.264821,mango
0.221429,0.107143,0.125,0.670071,0.463762,0.420311,0.257506,mango
0.128571,0.15,0.13,0.682517,0.390686,0.297608,0.254683,mango
0.171429,0.892857,0.95,0.607495,0.784887,0.405508,0.168544,grapes
0.092857,0.992857,0.995,0.628479,0.795206,0.402388,0.173057,grapes
0.157143,0.842857,1,0.677768,0.812225,0.371923,0.174343,grapes
0.257143,0.857143,0.955,0.821812,0.7746,0.412188,0.167514,grapes
0.171429,0.9,0.955,0.378977,0.810576,0.346436,0.162146,grapes
0.014286,0.842857,0.965,0.884448,0.792694,0.427393,0.180305,grapes
0.25,0.964286,0.96,0.228119,0.799012,0.404557,0.167242,grapes
0.078571,0.835714,0.95,0.095158,0.808528,0.333178,0.177547,grapes
0.042857,0.842857,0.99,0.112802,0.78586,0.408308,0.167298,grapes
0.121429,0.921429,0.995,0.867007,0.76905,0.465738,0.192828,grapes
0.178571,0.892857,0.96,0.886147,0.798236,0.318814,0.19653,grapes
0.192857,1,1,0.01843,0.793657,0.356978,0.164601,grapes
0.064286,0.835714,0.98,0.595751,0.777629,0.321218,0.171917,grapes
0.114286,0.957143,0.99,0.258319,0.778114,0.430909,0.163953,grapes
0.228571,0.971429,0.995,0,0.800705,0.315985,0.168941,grapes
0.157143,0.95,0.95,0.54546,0.807901,0.42042,0.189753,grapes
0.221429,0.992857,0.985,0.062995,0.773385,0.36792,0.172547,grapes
0.021429,0.935714,1,0.251382,0.776797,0.440104,0.183925,grapes
0.2,0.835714,0.96,0.31759,0.798793,0.365739,0.177659,grapes
0.028571,0.935714,0.995,0.605782,0.787635,0.372328,0.162787,grapes
0.278571,1,0.98,0.800739,0.773779,0.353146,0.186927,grapes
0.271429,0.907143,0.96,0.332721,0.78489,0.377328,0.167845,grapes
0.257143,0.914286,0.965,0.479019,0.813373,0.4236,0.1759,grapes
0.178571,0.828571,0.98,0.622146,0.798608,0.324942,0.179166,grapes
0.107143,0.857143,0.97,0.275506,0.773393,0.321053,0.178,grapes
0.171429,0.964286,1,0.093583,0.808829,0.377473,0.174087,grapes
0.092857,0.907143,0.99,0.423976,0.795874,0.453859,0.190508,grapes
0.035714,0.864286,0.96,0.114042,0.781005,0.45297,0.168469,grapes
0.214286,0.821429,0.975,0.838894,0.79312,0.424574,0.163429,grapes
0.164286,0.978571,0.96,0.86772,0.79068,0.388132,0.176385,grapes
0.185714,0.928571,0.99,0.71616,0.780473,0.339072,0.195166,grapes
0.05,0.864286,0.99,0.22773,0.790274,0.335501,0.190681,grapes
0.228571,0.957143,0.965,0.776687,0.798033,0.443746,0.166439,grapes
0.064286,0.971429,0.985,0.349694,0.780661,0.406626,0.165883,grapes
0.142857,0.978571,0.955,0.059486,0.767095,0.420328,0.17418,grapes
0.228571,0.885714,0.98,0.216266,0.801955,0.463863,0.184464,grapes
0.021429,0.921429,0.97,0.328783,0.78233,0.359612,0.182702,grapes
0.271429,0.95,0.995,0.467303,0.804869,0.438659,0.189686,grapes
0.1,0.9,0.965,0.706989,0.812019,0.320051,0.171406,grapes
0.142857,0.835714,0.995,0.085279,0.776974,0.463835,0.161159,grapes
0.285714,0.864286,0.98,0.072808,0.767266,0.406235,0.183121,grapes
0.257143,0.878571,0.995,0.47087,0.774918,0.340735,0.168232,grapes
0.078571,0.907143,0.96,0.205592,0.781365,0.346726,0.194686,grapes
0,0.942857,0.95,0.390539,0.769075,0.439284,0.162336,grapes
0.135714,0.842857,0.975,0.744199,0.778983,0.414016,0.163439,grapes
0.221429,0.935714,0.96,0.639452,0.805868,0.334201,0.184009,grapes
0.028571,0.921429,0.975,0.566792,0.77806,0.363201,0.190879,grapes
0.278571,0.957143,0.98,0.928584,0.778777,0.316504,0.174162,grapes
0.057143,0.871429,0.955,0.522298,0.803894,0.362119,0.182309,grapes
0.278571,0.95,0.99,0.354886,0.794096,0.45016,0.1955,grapes
0.228571,0.821429,0.995,0.044602,0.807093,0.409653,0.169501,grapes
0.085714,0.978571,0.99,0.645224,0.796815,0.383821,0.160948,grapes
0.057143,0.914286,0.95,0.334031,0.778289,0.458969,0.183535,grapes
0.057143,0.957143,0.97,0.589495,0.784868,0.440362,0.164984,grapes
0.15,0.921429,0.985,0.054444,0.767153,0.454201,0.16198,grapes
0.285714,0.964286,0.95,0.176552,0.772734,0.433825,0.184743,grapes
0.278571,0.871429,0.985,0.186486,0.78641,0.462342,0.184624,grapes
0.135714,0.821429,0.95,0.284468,0.779982,0.377396,0.191655,grapes
0.15,0.957143,0.98,0.3024,0.806111,0.385026,0.168636,grapes
0.121429,0.935714,0.95,0.929177,0.785691,0.448659,0.16415,grapes
0.235714,0.957143,0.99,0.703489,0.796188,0.340345,0.181318,grapes
0.157143,0.914286,0.98,0.430254,0.768329,0.388509,0.169078,grapes
0.228571,0.892857,0.955,0.913475,0.781485,0.446043,0.193351,grapes
0.264286,0.928571,1,0.086141,0.770202,0.311986,0.19361,grapes
0.107143,0.964286,0.95,0.12796,0.808222,0.341304,0.163783,grapes
0.278571,0.907143,0.955,0.774903,0.805698,0.353612,0.192092,grapes
0.285714,0.828571,0.97,0.49802,0.779023,0.437121,0.164714,grapes
0.285714,0.907143,0.985,0.451937,0.775151,0.38366,0.177816,grapes
0.207143,0.978571,0.99,0.598184,0.810241,0.371123,0.166243,grapes
0.228571,0.828571,0.97,0.876485,0.781527,0.408231,0.193533,grapes
0.042857,0.964286,1,0.253657,0.801072,0.436732,0.178394,grapes
0.057143,0.821429,0.955,0.437337,0.79798,0.396388,0.17822,grapes
0.242857,0.914286,0.985,0.186183,0.768037,0.357687,0.196193,grapes
0.25,0.928571,0.97,0.371566,0.773313,0.45036,0.176703,grapes
0.114286,1,0.97,0.519101,0.775868,0.380884,0.17639,grapes
0.057143,0.935714,0.98,0.942052,0.792815,0.327277,0.193949,grapes
0.178571,0.885714,0.95,0.262871,0.780636,0.353406,0.187391,grapes
0.114286,0.892857,0.98,0.582346,0.799461,0.338651,0.174741,grapes
0.278571,0.885714,0.99,0.733535,0.804046,0.366893,0.182572,grapes
0.271429,0.928571,0.99,0.933588,0.799542,0.457149,0.178588,grapes
0.235714,0.821429,1,0.754549,0.793372,0.318192,0.177848,grapes
0.25,0.857143,0.995,0.310576,0.768679,0.404798,0.192147,grapes
0.007143,0.907143,0.975,0.213856,0.801232,0.329064,0.166566,grapes
0.278571,0.964286,0.99,0.352753,0.7743,0.442453,0.176277,grapes
0.2,1,0.985,0.29791,0.800784,0.463361,0.167487,grapes
0.042857,0.878571,0.975,0.49175,0.796979,0.362966,0.180014,grapes
0.042857,0.957143,0.97,0.483451,0.785816,0.433297,0.193634,grapes
0.207143,0.835714,0.955,0.950449,0.780389,0.331798,0.189896,grapes
0.264286,0.992857,0.96,0.067842,0.776335,0.452667,0.165731,grapes
0.271429,0.821429,0.96,0.250164,0.801282,0.438386,0.192418,grapes
0.271429,0.971429,0.965,0.121447,0.770205,0.350255,0.181589,grapes
0.1,0.828571,0.99,0.02579,0.810622,0.412721,0.19491,grapes
0.042857,0.857143,0.995,0.547905,0.801114,0.346605,0.178588,grapes
0.228571,0.95,0.96,0.020371,0.775433,0.373848,0.176864,grapes
0.078571,0.85,0.995,0.132116,0.767678,0.444205,0.183903,grapes
0.164286,0.95,0.975,0.029428,0.769544,0.382659,0.173224,grapes
0.285714,0.985714,0.98,0.463328,0.798731,0.462185,0.167017,grapes
0.042857,0.978571,0.985,0.528307,0.801267,0.422962,0.180399,grapes
0.264286,0.85,0.95,0.283534,0.807494,0.42069,0.166644,grapes
0.25,0.921429,0.995,0.03226,0.796667,0.363338,0.164531,grapes
0.85,0.142857,0.23,0.506391,0.777666,0.43218,0.120159,watermelon
0.85,0.1,0.25,0.469504,0.807105,0.515293,0.09579,watermelon
0.75,0.178571,0.225,0.47271,0.787613,0.446547,0.132317,watermelon
0.814286,0.021429,0.225,0.456836,0.863828,0.478487,0.13561,watermelon
0.664286,0.121429,0.235,0.509665,0.782368,0.533096,0.077831,watermelon
0.571429,0.15,0.25,0.450756,0.871767,0.40983,0.103844,watermelon
0.607143,0.157143,0.2,0.494858,0.868726,0.460682,0.135029,watermelon
0.607143,0.121429,0.24,0.491815,0.880884,0.520147,0.141018,watermelon
0.585714,0.121429,0.2,0.499219,0.829298,0.467696,0.123551,watermelon
0.842857,0.057143,0.245,0.447275,0.881408,0.394199,0.085746,watermelon
0.592857,0.142857,0.24,0.506926,0.76745,0.397016,0.134783,watermelon
0.614286,0.071429,0.21,0.43667,0.815713,0.453965,0.120633,watermelon
0.721429,0.035714,0.21,0.479672,0.805619,0.533758,0.134228,watermelon
0.85,0.028571,0.225,0.514202,0.812628,0.427121,0.073947,watermelon
0.742857,0.085714,0.205,0.484578,0.769584,0.417593,0.082193,watermelon
0.678571,0.05,0.23,0.486062,0.81558,0.494042,0.086257,watermelon
0.728571,0.064286,0.235,0.515619,0.879453,0.467473,0.13483,watermelon
0.778571,0.114286,0.25,0.461259,0.880469,0.507831,0.133782,watermelon
0.578571,0.092857,0.225,0.515981,0.862895,0.454881,0.13863,watermelon
0.735714,0.085714,0.23,0.467326,0.76721,0.420683,0.086206,watermelon
0.75,0.064286,0.225,0.498976,0.856592,0.453211,0.141709,watermelon
0.692857,0.021429,0.235,0.461542,0.848234,0.425034,0.105172,watermelon
0.857143,0.1,0.22,0.486913,0.816695,0.506617,0.1302,watermelon
0.678571,0.078571,0.25,0.471843,0.854984,0.483349,0.071548,watermelon
0.592857,0.171429,0.235,0.486038,0.855481,0.497631,0.092833,watermelon
0.592857,0.028571,0.2,0.488644,0.873428,0.395758,0.095709,watermelon
0.65,0.114286,0.225,0.445041,0.783706,0.506548,0.100988,watermelon
0.828571,0,0.245,0.474905,0.778489,0.489746,0.132995,watermelon
0.8,0.164286,0.245,0.460125,0.825851,0.502816,0.126045,watermelon
0.628571,0.171429,0.23,0.456048,0.871259,0.402924,0.101486,watermelon
0.842857,0.071429,0.2,0.441589,0.815966,0.47171,0.099875,watermelon
0.657143,0.114286,0.215,0.487556,0.790739,0.446738,0.12437,watermelon
0.757143,0.064286,0.2,0.448912,0.815478,0.452894,0.13313,watermelon
0.707143,0,0.21,0.439173,0.823422,0.488984,0.111312,watermelon
0.7,0.021429,0.23,0.497956,0.842992,0.428373,0.104973,watermelon
0.771429,0.121429,0.205,0.49788,0.845406,0.406886,0.119,watermelon
0.85,0.014286,0.25,0.493919,0.821006,0.39293,0.086898,watermelon
0.835714,0.157143,0.215,0.508092,0.794791,0.517938,0.122491,watermelon
0.778571,0.035714,0.24,0.516322,0.858214,0.473847,0.092871,watermelon
0.571429,0.078571,0.205,0.478579,0.78327,0.534262,0.101553,watermelon
0.714286,0.092857,0.235,0.498616,0.771368,0.524283,0.130297,watermelon
0.65,0.014286,0.24,0.468057,0.875191,0.459146,0.083772,watermelon
0.614286,0.007143,0.24,0.490523,0.807407,0.531402,0.078662,watermelon
0.764286,0,0.235,0.511847,0.883372,0.525116,0.133635,watermelon
0.735714,0.078571,0.22,0.437352,0.786044,0.530449,0.113314,watermelon
0.721429,0.107143,0.215,0.454859,0.799032,0.420117,0.132373,watermelon
0.607143,0.142857,0.21,0.496092,0.856037,0.433985,0.137491,watermelon
0.6,0.014286,0.23,0.516204,0.856225,0.450197,0.127644,watermelon
0.728571,0.164286,0.245,0.468598,0.770115,0.522119,0.126762,watermelon
0.7,0.142857,0.235,0.472153,0.803696,0.422888,0.104485,watermelon
0.692857,0.142857,0.225,0.499124,0.777418,0.402632,0.103734,watermelon
0.642857,0.078571,0.2,0.461846,0.774108,0.433381,0.109021,watermelon
0.678571,0.05,0.205,0.499027,0.778687,0.438245,0.12374,watermelon
0.585714,0.128571,0.22,0.516162,0.851127,0.52385,0.113145,watermelon
0.585714,0.142857,0.23,0.444412,0.854092,0.399584,0.100238,watermelon
0.785714,0.164286,0.205,0.443772,0.860757,0.465628,0.111548,watermelon
0.842857,0.114286,0.23,0.447759,0.840851,0.493606,0.101927,watermelon
0.857143,0.107143,0.2,0.483219,0.868374,0.405791,0.122206,watermelon
0.65,0.014286,0.235,0.466354,0.807293,0.451034,0.130011,watermelon
0.578571,0.007143,0.25,0.460933,0.835387,0.405172,0.113152,watermelon
0.721429,0.057143,0.245,0.476425,0.800907,0.51696,0.129802,watermelon
0.721429,0.085714,0.25,0.446071,0.850042,0.458257,0.08776,watermelon
0.792857,0.007143,0.24,0.506958,0.867126,0.436798,0.092878,watermelon
0.764286,0.035714,0.22,0.48799,0.871949,0.505485,0.089943,watermelon
0.821429,0.042857,0.205,0.447355,0.876518,0.484953,0.072249,watermelon
0.6,0.142857,0.235,0.446092,0.781503,0.407532,0.086215,watermelon
0.857143,0.014286,0.21,0.442532,0.80233,0.489728,0.124141,watermelon
0.65,0.05,0.205,0.453917,0.831056,0.44153,0.100956,watermelon
0.635714,0.121429,0.235,0.461154,0.838154,0.421836,0.118323,watermelon
0.807143,0.1,0.205,0.476128,0.779984,0.43258,0.105306,watermelon
0.692857,0.121429,0.225,0.500278,0.838598,0.507771,0.139277,watermelon
0.835714,0.178571,0.225,0.461281,0.850985,0.503895,0.094776,watermelon
0.642857,0.064286,0.235,0.459737,0.874278,0.448982,0.141793,watermelon
0.742857,0.128571,0.21,0.520991,0.84507,0.507855,0.081558,watermelon
0.578571,0.078571,0.2,0.51876,0.839862,0.501174,0.142083,watermelon
0.628571,0,0.21,0.488929,0.844767,0.491031,0.075281,watermelon
0.657143,0.014286,0.2,0.51307,0.78022,0.534947,0.112445,watermelon
0.578571,0.092857,0.225,0.505441,0.777629,0.466905,0.099182,watermelon
0.792857,0,0.25,0.500943,0.818521,0.469013,0.109846,watermelon
0.771429,0.128571,0.23,0.517018,0.81182,0.404605,0.071915,watermelon
0.807143,0.178571,0.225,0.493948,0.813405,0.431195,0.085022,watermelon
0.592857,0.035714,0.24,0.462105,0.825325,0.41839,0.10256,watermelon
0.721429,0.042857,0.23,0.478674,0.816405,0.511215,0.086207,watermelon
0.814286,0.114286,0.25,0.476851,0.859518,0.461563,0.13402,watermelon
0.707143,0.007143,0.2,0.496422,0.843321,0.388195,0.073652,watermelon
0.657143,0.107143,0.25,0.467121,0.854707,0.479452,0.140306,watermelon
0.657143,0.014286,0.215,0.500707,0.844275,0.536792,0.122782,watermelon
0.65,0.135714,0.25,0.500575,0.802973,0.428334,0.095409,watermelon
0.785714,0.114286,0.245,0.513955,0.858177,0.504295,0.09791,watermelon
0.8,0.142857,0.23,0.465477,0.831842,0.533064,0.13118,watermelon
0.635714,0.142857,0.245,0.455326,0.831876,0.442956,0.103405,watermelon
0.714286,0.035714,0.24,0.451018,0.820659,0.420973,0.078302,watermelon
0.592857,0.121429,0.245,0.489872,0.789846,0.431158,0.123185,watermelon
0.678571,0.064286,0.225,0.510982,0.81727,0.475199,0.12972,watermelon
0.85,0.178571,0.22,0.474386,0.772252,0.528474,0.098831,watermelon
0.692857,0.05,0.21,0.472375,0.879319,0.507025,0.136791,watermelon
0.785714,0.014286,0.2,0.511128,0.821678,0.417468,0.100999,watermelon
0.685714,0.092857,0.225,0.473614,0.817127,0.528664,0.076598,watermelon
0.592857,0.128571,0.25,0.518563,0.812311,0.460088,0.085363,watermelon
0.857143,0.135714,0.21,0.521103,0.87672,0.428607,0.137732,watermelon
0.821429,0.085714,0.25,0.538097,0.931605,0.508804,0.028278,muskmelon
0.814286,0.157143,0.215,0.545049,0.918969,0.470217,0.021961,muskmelon
0.721429,0.142857,0.235,0.581737,0.932813,0.5047,0.008312,muskmelon
0.842857,0.092857,0.235,0.551617,0.893255,0.475571,0.001979,muskmelon
0.678571,0.15,0.2,0.605203,0.936716,0.40632,0.028559,muskmelon
0.578571,0.142857,0.22,0.603828,0.921482,0.399933,0.021739,muskmelon
0.835714,0.135714,0.24,0.583835,0.909385,0.433684,0.003922,muskmelon
0.814286,0.178571,0.23,0.586041,0.884374,0.3988,0.020563,muskmelon
0.807143,0.007143,0.235,0.543403,0.887707,0.503275,0.01798,muskmelon
0.771429,0.15,0.235,0.573909,0.933341,0.419425,0.021653,muskmelon
0.578571,0.178571,0.215,0.565229,0.908019,0.394423,0.034689,muskmelon
0.821429,0.028571,0.235,0.58084,0.894953,0.391056,0.032004,muskmelon
0.592857,0.014286,0.2,0.581309,0.892178,0.49754,0.01839,muskmelon
0.6,0.114286,0.25,0.563711,0.939488,0.464905,0.003138,muskmelon
0.778571,0.15,0.2,0.558226,0.888104,0.422961,0.004953,muskmelon
0.678571,0.157143,0.25,0.563746,0.89771,0.412989,0.002425,muskmelon
0.85,0,0.25,0.598649,0.933732,0.414287,0.023812,muskmelon
0.785714,0.064286,0.23,0.522197,0.903008,0.401331,0.003769,muskmelon
0.585714,0.092857,0.215,0.581645,0.932173,0.412777,0.023332,muskmelon
0.621429,0.064286,0.215,0.598761,0.913755,0.482289,0.031971,muskmelon
0.607143,0.028571,0.24,0.556115,0.917014,0.45766,0.030808,muskmelon
0.714286,0.007143,0.24,0.580399,0.929311,0.404513,0.012412,muskmelon
0.764286,0.05,0.205,0.595318,0.925771,0.475093,0.026434,muskmelon
0.65,0.057143,0.21,0.582041,0.911964,0.410454,0.027824,muskmelon
0.728571,0.142857,0.225,0.556076,0.917555,0.403542,0.000534,muskmelon
